T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
188,Costa Rica,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
188,Costa Rica,2015,Consumer price index: Food,122.1,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
188,Costa Rica,2021,Consumer price index: Food,129.6,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
188,Costa Rica,2022,Consumer price index: Food,149.8,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
188,Costa Rica,2023,Consumer price index: Food,154.8,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2000,Consumer price index: General,75.2,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2005,Consumer price index: General,88.1,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2010,Consumer price index: General,100.0,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2015,Consumer price index: General,110.9,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2021,Consumer price index: General,119.0,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2022,Consumer price index: General,125.3,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2023,Consumer price index: General,130.8,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2000,Consumer price index: Food,66.3,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2005,Consumer price index: Food,75.5,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2010,Consumer price index: Food,100.0,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
384,Côte d’Ivoire,2015,Consumer price index: Food,111.9,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;The index pertains to African families.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2000,Consumer price index: General,75.8,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2005,Consumer price index: General,85.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2015,Consumer price index: General,107.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2021,Consumer price index: General,112.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2022,Consumer price index: General,124.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2023,Consumer price index: General,134.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2010,Consumer price index: Food,116.6,Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2015,Consumer price index: Food,109.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2021,Consumer price index: Food,117.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2022,Consumer price index: Food,135.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
191,Croatia,2023,Consumer price index: Food,152.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2000,Consumer price index: General,76.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2005,Consumer price index: General,84.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2015,Consumer price index: General,108.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2021,Consumer price index: General,122.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2022,Consumer price index: General,131.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2023,Consumer price index: General,136.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2010,Consumer price index: Food,100.0,Data refers to food only.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2015,Consumer price index: Food,124.8,Data refers to food only.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2022,Consumer price index: Food,127.1,Data refers to food only.;Base: 2019=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
531,Curaçao,2023,Consumer price index: Food,144.8,Data refers to food only.;Base: 2019=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2000,Consumer price index: General,77.4,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2005,Consumer price index: General,88.6,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2010,Consumer price index: General,100.0,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2015,Consumer price index: General,101.7,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2021,Consumer price index: General,104.3,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2022,Consumer price index: General,113.1,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2023,Consumer price index: General,117.1,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2015,Consumer price index: Food,103.6,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
196,Cyprus,2021,Consumer price index: Food,105.0,Calculated by the UN Statistics Division from national indices.;Data refer to government controlled areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
