T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
96,Brunei Darussalam,2020,Major trading partner 1 (% of imports),Malaysia,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2023,Major trading partner 1 (% of imports),Malaysia,,26.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2015,Major trading partner 2 (% of exports),Singapore,,3.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2020,Major trading partner 2 (% of exports),Singapore,,21.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2023,Major trading partner 2 (% of exports),Singapore,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2015,Major trading partner 2 (% of imports),United Arab Emirates,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2020,Major trading partner 2 (% of imports),United Arab Emirates,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2023,Major trading partner 2 (% of imports),United Arab Emirates,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2015,Major trading partner 3 (% of exports),China,,1.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2020,Major trading partner 3 (% of exports),China,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2023,Major trading partner 3 (% of exports),China,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2015,Major trading partner 3 (% of imports),China,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2020,Major trading partner 3 (% of imports),China,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
96,Brunei Darussalam,2023,Major trading partner 3 (% of imports),China,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2015,Major trading partner 1 (% of exports),Germany,,13.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2020,Major trading partner 1 (% of exports),Germany,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2023,Major trading partner 1 (% of exports),Germany,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2015,Major trading partner 1 (% of imports),Germany,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2020,Major trading partner 1 (% of imports),Germany,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2023,Major trading partner 1 (% of imports),Germany,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2015,Major trading partner 2 (% of exports),Romania,,9.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2020,Major trading partner 2 (% of exports),Romania,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2023,Major trading partner 2 (% of exports),Romania,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2015,Major trading partner 2 (% of imports),Türkiye,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2020,Major trading partner 2 (% of imports),Türkiye,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2023,Major trading partner 2 (% of imports),Türkiye,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2015,Major trading partner 3 (% of exports),Italy,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2020,Major trading partner 3 (% of exports),Italy,,7.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2023,Major trading partner 3 (% of exports),Italy,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2015,Major trading partner 3 (% of imports),Romania,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2020,Major trading partner 3 (% of imports),Romania,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
100,Bulgaria,2023,Major trading partner 3 (% of imports),Romania,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2015,Major trading partner 1 (% of exports),Switzerland,,49.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2020,Major trading partner 1 (% of exports),Switzerland,,76.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2023,Major trading partner 1 (% of exports),Switzerland,,67.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2015,Major trading partner 1 (% of imports),Côte d’Ivoire,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2020,Major trading partner 1 (% of imports),Côte d’Ivoire,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2023,Major trading partner 1 (% of imports),Côte d’Ivoire,,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2015,Major trading partner 2 (% of exports),United Arab Emirates,,0.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2020,Major trading partner 2 (% of exports),United Arab Emirates,,0.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2023,Major trading partner 2 (% of exports),United Arab Emirates,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2015,Major trading partner 2 (% of imports),China,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2020,Major trading partner 2 (% of imports),China,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2023,Major trading partner 2 (% of imports),China,,13.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2015,Major trading partner 3 (% of exports),Mali,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2020,Major trading partner 3 (% of exports),Mali,,0.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2023,Major trading partner 3 (% of exports),Mali,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2015,Major trading partner 3 (% of imports),Russian Federation,,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2020,Major trading partner 3 (% of imports),Russian Federation,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
854,Burkina Faso,2023,Major trading partner 3 (% of imports),Russian Federation,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2015,Major trading partner 1 (% of exports),United Arab Emirates,,12.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2020,Major trading partner 1 (% of exports),United Arab Emirates,,32.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2023,Major trading partner 1 (% of exports),United Arab Emirates,,28.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2015,Major trading partner 1 (% of imports),Saudi Arabia,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2020,Major trading partner 1 (% of imports),Saudi Arabia,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2023,Major trading partner 1 (% of imports),Saudi Arabia,,14.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2015,Major trading partner 2 (% of exports),Dem. Rep. of Congo,,24.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2020,Major trading partner 2 (% of exports),Dem. Rep. of Congo,,19.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2023,Major trading partner 2 (% of exports),Dem. Rep. of Congo,,18.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2015,Major trading partner 2 (% of imports),China,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2020,Major trading partner 2 (% of imports),China,,15.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2023,Major trading partner 2 (% of imports),China,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
108,Burundi,2015,Major trading partner 3 (% of exports),Switzerland,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
