T31,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
470,Malta,2021,Tourist/visitor arrivals (thousands),TF,,968,Departures by air and by sea.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2022,Tourist/visitor arrivals (thousands),TF,,"2,287",Departures by air and by sea.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,1995,Tourism expenditure (millions of US dollars),,,656,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2005,Tourism expenditure (millions of US dollars),,,755,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2010,Tourism expenditure (millions of US dollars),,,"1,066",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2020,Tourism expenditure (millions of US dollars),,,392,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2021,Tourism expenditure (millions of US dollars),,,772,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2022,Tourism expenditure (millions of US dollars),,,"1,590",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,1995,Tourist/visitor arrivals (thousands),TF,,6,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2005,Tourist/visitor arrivals (thousands),TF,,9,Air and sea arrivals.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2010,Tourist/visitor arrivals (thousands),TF,,5,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2020,Tourist/visitor arrivals (thousands),TF,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2021,Tourist/visitor arrivals (thousands),TF,,0,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,1995,Tourism expenditure (millions of US dollars),,,3,Data refer to fiscal years ending 30 September.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2005,Tourism expenditure (millions of US dollars),,,4,Data refer to fiscal years ending 30 September.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2010,Tourism expenditure (millions of US dollars),,,4,Data refer to fiscal years ending 30 September.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
584,Marshall Islands,2020,Tourism expenditure (millions of US dollars),,,4,Data refer to fiscal years ending 30 September.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,1995,Tourist/visitor arrivals (thousands),TF,,457,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2005,Tourist/visitor arrivals (thousands),TF,,484,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2010,Tourist/visitor arrivals (thousands),TF,,478,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2020,Tourist/visitor arrivals (thousands),TF,,312,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2021,Tourist/visitor arrivals (thousands),TF,,291,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2022,Tourist/visitor arrivals (thousands),TF,,556,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,1995,Tourism expenditure (millions of US dollars),,,384,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2005,Tourism expenditure (millions of US dollars),,,280,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2010,Tourism expenditure (millions of US dollars),,,472,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2020,Tourism expenditure (millions of US dollars),,,280,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2021,Tourism expenditure (millions of US dollars),,,283,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
474,Martinique,2022,Tourism expenditure (millions of US dollars),,,535,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
478,Mauritania,2020,Tourism expenditure (millions of US dollars),,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
478,Mauritania,2021,Tourism expenditure (millions of US dollars),,,7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
478,Mauritania,2022,Tourism expenditure (millions of US dollars),,,17,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,1995,Tourist/visitor arrivals (thousands),TF,,422,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2005,Tourist/visitor arrivals (thousands),TF,,761,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2010,Tourist/visitor arrivals (thousands),TF,,935,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2020,Tourist/visitor arrivals (thousands),TF,,309,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2021,Tourist/visitor arrivals (thousands),TF,,180,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2022,Tourist/visitor arrivals (thousands),TF,,997,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,1995,Tourism expenditure (millions of US dollars),,,616,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2005,Tourism expenditure (millions of US dollars),,,"1,189",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2010,Tourism expenditure (millions of US dollars),,,"1,585",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2020,Tourism expenditure (millions of US dollars),,,518,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2021,Tourism expenditure (millions of US dollars),,,383,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
480,Mauritius,2022,Tourism expenditure (millions of US dollars),,,"1,652",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,1995,Tourist/visitor arrivals (thousands),TF,,"20,241",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2005,Tourist/visitor arrivals (thousands),TF,,"21,915",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2010,Tourist/visitor arrivals (thousands),TF,,"23,290",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2020,Tourist/visitor arrivals (thousands),TF,,"24,824",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2021,Tourist/visitor arrivals (thousands),TF,,"31,860",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2022,Tourist/visitor arrivals (thousands),TF,,"38,326",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,1995,Tourism expenditure (millions of US dollars),,,"6,847",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2005,Tourism expenditure (millions of US dollars),,,"13,908",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2010,Tourism expenditure (millions of US dollars),,,"14,529",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2020,Tourism expenditure (millions of US dollars),,,"12,133",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2021,Tourism expenditure (millions of US dollars),,,"21,508",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
484,Mexico,2022,Tourism expenditure (millions of US dollars),,,"30,398",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
583,Micronesia (Fed. States of),2005,Tourist/visitor arrivals (thousands),TF,,19,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
583,Micronesia (Fed. States of),2010,Tourist/visitor arrivals (thousands),TF,,45,"Arrivals in the States of Kosrae, Chuuk, Pohnpei and Yap; excluding FSM citizens.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
583,Micronesia (Fed. States of),2010,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
492,Monaco,1995,Tourist/visitor arrivals (thousands),THS,,233,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
492,Monaco,2005,Tourist/visitor arrivals (thousands),THS,,286,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
492,Monaco,2010,Tourist/visitor arrivals (thousands),THS,,279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
492,Monaco,2020,Tourist/visitor arrivals (thousands),THS,,159,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
492,Monaco,2021,Tourist/visitor arrivals (thousands),THS,,218,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
492,Monaco,2022,Tourist/visitor arrivals (thousands),THS,,327,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
496,Mongolia,2005,Tourist/visitor arrivals (thousands),TF,,339,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
496,Mongolia,2010,Tourist/visitor arrivals (thousands),TF,,456,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
496,Mongolia,2020,Tourist/visitor arrivals (thousands),TF,,59,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
496,Mongolia,2021,Tourist/visitor arrivals (thousands),TF,,33,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
496,Mongolia,2022,Tourist/visitor arrivals (thousands),TF,,286,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
496,Mongolia,1995,Tourism expenditure (millions of US dollars),,,33,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
